               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 116,            0.027016,            0.017287,           0.0028323,              0.8425,             0.81166,             0.87068,             0.66163,            0.025267,            0.008622,           0.0025475,            0.006205,            0.006205,            0.006205
                 117,            0.027401,            0.017893,           0.0029413,             0.85593,             0.81896,             0.87989,             0.66661,             0.02513,           0.0084912,           0.0025328,            0.006172,            0.006172,            0.006172
                 118,            0.027418,            0.017128,           0.0027989,             0.84402,             0.83329,             0.88301,             0.67094,            0.025205,           0.0083099,           0.0024192,            0.006139,            0.006139,            0.006139
                 119,            0.027179,            0.016334,            0.002976,             0.83635,             0.81092,             0.87557,             0.66671,            0.025612,           0.0084504,           0.0024775,            0.006106,            0.006106,            0.006106
                 120,            0.027313,            0.018586,           0.0029335,             0.86715,             0.81078,             0.87866,             0.67337,            0.025553,           0.0083747,           0.0029386,            0.006073,            0.006073,            0.006073
                 121,            0.027385,            0.018035,           0.0029165,             0.84513,             0.81954,             0.87811,             0.67311,            0.025314,           0.0084695,           0.0021927,             0.00604,             0.00604,             0.00604
                 122,            0.026831,            0.016775,           0.0027199,             0.86768,              0.8014,             0.87696,             0.66848,            0.025216,            0.008404,           0.0021468,            0.006007,            0.006007,            0.006007
                 123,            0.026695,            0.016458,           0.0028793,             0.86457,              0.8009,             0.87523,             0.66933,            0.025398,           0.0084482,           0.0026404,            0.005974,            0.005974,            0.005974
                 124,            0.026963,            0.016106,           0.0027295,             0.84918,              0.8166,             0.88161,             0.67701,             0.02504,           0.0083756,           0.0023684,            0.005941,            0.005941,            0.005941
                 125,            0.026898,            0.016874,           0.0026136,             0.84818,             0.82485,             0.88678,             0.67725,            0.024971,           0.0083811,           0.0024953,            0.005908,            0.005908,            0.005908
                 126,            0.026771,            0.016814,            0.002879,             0.85943,             0.81938,             0.88688,              0.6787,            0.024771,           0.0083037,           0.0026335,            0.005875,            0.005875,            0.005875
                 127,            0.027231,            0.018084,           0.0026752,             0.85267,             0.80832,             0.88337,             0.67499,            0.024996,           0.0083758,           0.0026358,            0.005842,            0.005842,            0.005842
                 128,            0.026276,            0.014758,           0.0027741,             0.82917,             0.82768,             0.87918,             0.67132,            0.025045,           0.0083517,           0.0028842,            0.005809,            0.005809,            0.005809
                 129,            0.027161,             0.01701,           0.0027655,             0.84737,             0.81554,             0.88032,             0.67346,            0.024839,           0.0083927,           0.0026475,            0.005776,            0.005776,            0.005776
                 130,            0.026402,            0.016527,           0.0027784,             0.84639,             0.81544,             0.88188,             0.67818,            0.024581,           0.0083129,           0.0021954,            0.005743,            0.005743,            0.005743
                 131,            0.026846,            0.016665,           0.0027687,             0.84943,             0.81589,             0.88645,             0.67873,            0.024629,           0.0082011,           0.0021442,             0.00571,             0.00571,             0.00571
                 132,            0.026426,            0.016253,           0.0025313,             0.85494,             0.80692,             0.88503,             0.67736,            0.024834,           0.0082399,           0.0021336,            0.005677,            0.005677,            0.005677
                 133,            0.026268,            0.017057,           0.0024993,             0.82442,              0.8426,              0.8856,             0.68304,            0.024853,           0.0083042,           0.0021932,            0.005644,            0.005644,            0.005644
                 134,            0.026364,            0.016645,           0.0024558,             0.84629,             0.81896,               0.887,             0.68391,            0.024885,           0.0083442,           0.0022164,            0.005611,            0.005611,            0.005611
                 135,            0.027142,            0.017904,           0.0029938,             0.88491,             0.80481,             0.88457,              0.6801,            0.024745,           0.0083213,           0.0023411,            0.005578,            0.005578,            0.005578
                 136,            0.026605,            0.017738,           0.0025655,             0.85068,             0.82884,             0.88605,             0.68513,             0.02453,           0.0083165,           0.0022076,            0.005545,            0.005545,            0.005545
                 137,            0.026768,            0.016941,           0.0027625,             0.85168,             0.81508,             0.88013,             0.67714,            0.024755,           0.0084521,           0.0023113,            0.005512,            0.005512,            0.005512
                 138,            0.026676,            0.016637,           0.0025837,             0.88061,             0.79348,             0.87637,             0.67341,            0.024875,           0.0085079,           0.0025318,            0.005479,            0.005479,            0.005479
                 139,            0.026337,            0.015745,           0.0027018,             0.83152,             0.82842,             0.88011,             0.67873,            0.024672,            0.008496,           0.0022566,            0.005446,            0.005446,            0.005446
                 140,            0.026665,            0.016904,           0.0026031,             0.85355,             0.82585,             0.88528,             0.68394,            0.024576,           0.0084316,           0.0020727,            0.005413,            0.005413,            0.005413
                 141,            0.026543,            0.016373,            0.002588,             0.87363,             0.80899,             0.88358,             0.68044,            0.024458,           0.0083928,           0.0021304,             0.00538,             0.00538,             0.00538
                 142,            0.026462,            0.016557,           0.0028345,             0.85719,             0.82542,             0.88439,             0.68128,            0.024453,           0.0083645,           0.0020962,            0.005347,            0.005347,            0.005347
                 143,            0.026647,            0.017638,           0.0026489,             0.87055,             0.81621,             0.88579,             0.68171,            0.024432,           0.0084025,           0.0020865,            0.005314,            0.005314,            0.005314
                 144,             0.02583,            0.015835,           0.0024137,             0.85867,             0.82532,             0.88742,             0.68069,            0.024493,           0.0083571,           0.0022401,            0.005281,            0.005281,            0.005281
                 145,            0.025718,            0.016022,           0.0022607,             0.83782,             0.84148,             0.88946,             0.68592,            0.024368,           0.0083149,           0.0023393,            0.005248,            0.005248,            0.005248
                 146,            0.025761,            0.015317,           0.0022726,             0.86096,             0.81915,             0.88996,             0.68644,              0.0242,           0.0082375,           0.0022717,            0.005215,            0.005215,            0.005215
                 147,            0.025554,            0.015007,            0.002427,             0.87107,             0.82178,             0.89335,             0.69106,            0.024138,           0.0082055,           0.0021703,            0.005182,            0.005182,            0.005182
                 148,             0.02622,            0.016421,           0.0026471,             0.87108,             0.82531,             0.89365,              0.6953,            0.024058,           0.0081988,           0.0022722,            0.005149,            0.005149,            0.005149
                 149,            0.025608,            0.016453,           0.0023663,              0.8513,             0.84425,             0.89267,             0.69068,            0.024066,           0.0081959,           0.0021753,            0.005116,            0.005116,            0.005116
                 150,            0.025884,            0.017086,           0.0021911,             0.87304,              0.8265,             0.89067,             0.68806,            0.024148,           0.0082432,           0.0025035,            0.005083,            0.005083,            0.005083
                 151,            0.025261,            0.014911,           0.0022502,             0.83466,             0.84577,             0.89033,             0.68739,            0.024175,           0.0082701,           0.0025231,             0.00505,             0.00505,             0.00505
                 152,            0.025157,            0.015525,           0.0022351,             0.84237,             0.84233,             0.89244,             0.68571,            0.024239,           0.0082548,           0.0026063,            0.005017,            0.005017,            0.005017
                 153,            0.025852,            0.016371,           0.0022346,             0.83201,             0.85711,             0.89045,             0.68673,            0.024373,            0.008306,           0.0021368,            0.004984,            0.004984,            0.004984
                 154,            0.025417,            0.014123,            0.002442,             0.84384,             0.84446,             0.89396,             0.68952,            0.024374,           0.0082587,           0.0021797,            0.004951,            0.004951,            0.004951
                 155,            0.025611,            0.015618,            0.002861,             0.84584,             0.84045,             0.89308,             0.68969,            0.024255,           0.0082417,            0.002175,            0.004918,            0.004918,            0.004918
                 156,             0.02528,            0.015056,           0.0021949,             0.85009,             0.84279,             0.89154,             0.69286,            0.024309,           0.0082225,           0.0022853,            0.004885,            0.004885,            0.004885
