               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 124,            0.027275,            0.017485,           0.0028972,             0.85359,             0.82677,              0.8842,             0.68063,            0.025164,           0.0083331,            0.003039,            0.005941,            0.005941,            0.005941
                 125,            0.027113,            0.016744,           0.0025429,             0.83966,             0.83534,             0.88528,             0.67562,            0.025202,           0.0082611,            0.003053,            0.005908,            0.005908,            0.005908
                 126,            0.027435,             0.01765,           0.0030008,             0.88612,             0.81428,             0.88621,             0.67761,            0.025225,           0.0082569,           0.0026451,            0.005875,            0.005875,            0.005875
                 127,            0.026838,            0.016408,           0.0025593,             0.89911,             0.80398,             0.88966,             0.67811,            0.025549,           0.0081882,           0.0026822,            0.005842,            0.005842,            0.005842
                 128,            0.026699,            0.015739,           0.0025446,             0.87973,             0.79732,             0.88286,             0.67638,            0.025503,           0.0083216,             0.00285,            0.005809,            0.005809,            0.005809
                 129,            0.026688,            0.017305,           0.0026653,             0.83568,             0.83542,             0.87676,             0.66818,             0.02564,           0.0083857,           0.0028276,            0.005776,            0.005776,            0.005776
                 130,            0.027044,            0.018275,           0.0028242,             0.84825,             0.81431,             0.88409,             0.67339,             0.02567,           0.0083273,           0.0024822,            0.005743,            0.005743,            0.005743
                 131,            0.026951,            0.016505,            0.002806,              0.8655,             0.80502,              0.8825,             0.67263,            0.025465,            0.008398,           0.0025179,             0.00571,             0.00571,             0.00571
                 132,            0.026796,              0.0161,            0.002752,             0.86917,             0.80572,             0.88011,             0.67301,            0.025245,           0.0084132,           0.0024966,            0.005677,            0.005677,            0.005677
                 133,             0.02649,            0.015794,           0.0026409,             0.87599,             0.79985,             0.87757,             0.66901,            0.025244,            0.008398,           0.0027868,            0.005644,            0.005644,            0.005644
                 134,            0.026553,            0.016269,           0.0030641,             0.84446,             0.81456,             0.88066,             0.67035,            0.025092,           0.0083264,            0.002462,            0.005611,            0.005611,            0.005611
                 135,            0.026706,            0.017523,           0.0027359,             0.86894,             0.82336,             0.88389,             0.67412,               0.025,            0.008279,           0.0023999,            0.005578,            0.005578,            0.005578
                 136,            0.026208,              0.0164,           0.0025661,             0.87745,             0.80314,             0.87992,             0.67334,            0.024903,           0.0082661,            0.002552,            0.005545,            0.005545,            0.005545
                 137,            0.026007,            0.015534,           0.0024937,             0.86722,             0.81513,             0.88303,             0.67937,            0.024851,           0.0082244,           0.0023269,            0.005512,            0.005512,            0.005512
                 138,            0.026001,            0.015701,           0.0024699,             0.85675,             0.82322,             0.88028,              0.6773,            0.024838,           0.0081455,           0.0024249,            0.005479,            0.005479,            0.005479
                 139,            0.026386,            0.016985,            0.002676,             0.86273,             0.81934,             0.88609,             0.68402,            0.024791,           0.0082263,           0.0023342,            0.005446,            0.005446,            0.005446
                 140,            0.026122,            0.015487,            0.002488,             0.86556,             0.82529,             0.88915,             0.68655,            0.024701,           0.0082028,           0.0025273,            0.005413,            0.005413,            0.005413
                 141,            0.026354,            0.016938,           0.0026705,             0.86775,             0.81561,              0.8807,             0.67864,            0.024757,           0.0083393,           0.0027247,             0.00538,             0.00538,             0.00538
                 142,            0.026326,             0.01615,           0.0021818,              0.8808,             0.80727,             0.88453,             0.68337,             0.02489,           0.0082437,           0.0026493,            0.005347,            0.005347,            0.005347
                 143,            0.026483,            0.017038,           0.0026816,             0.87091,             0.81927,             0.88431,             0.68433,            0.024874,           0.0082833,           0.0026196,            0.005314,            0.005314,            0.005314
                 144,            0.025841,            0.016486,           0.0026451,             0.87611,             0.80896,             0.88343,             0.68182,            0.024921,           0.0081769,           0.0026681,            0.005281,            0.005281,            0.005281
                 145,             0.02605,            0.016755,           0.0025587,             0.89351,             0.80637,             0.88796,              0.6834,             0.02471,            0.008108,           0.0026841,            0.005248,            0.005248,            0.005248
                 146,            0.026254,            0.016999,           0.0024288,             0.88662,             0.82467,             0.89023,             0.68716,            0.024774,           0.0081428,           0.0027051,            0.005215,            0.005215,            0.005215
                 147,            0.025984,            0.016518,           0.0024806,             0.87533,             0.83318,             0.88997,             0.68545,             0.02481,           0.0081661,           0.0027446,            0.005182,            0.005182,            0.005182
                 148,            0.025861,            0.015574,           0.0026628,             0.88576,             0.82035,             0.89214,             0.68754,             0.02468,           0.0081488,            0.002557,            0.005149,            0.005149,            0.005149
                 149,            0.025656,            0.015065,           0.0024202,             0.87829,             0.82217,             0.88977,             0.68509,            0.024658,           0.0082186,           0.0026755,            0.005116,            0.005116,            0.005116
                 150,            0.025844,            0.016807,           0.0025633,             0.87897,             0.81792,             0.88746,             0.68463,            0.024779,           0.0081771,           0.0026011,            0.005083,            0.005083,            0.005083
                 151,            0.025629,             0.01519,           0.0021404,               0.887,             0.82349,             0.89151,             0.68564,            0.024841,           0.0081409,           0.0026063,             0.00505,             0.00505,             0.00505
                 152,            0.025693,            0.015532,           0.0024272,             0.88415,             0.81956,              0.8924,             0.68909,            0.024639,           0.0081707,           0.0025511,            0.005017,            0.005017,            0.005017
                 153,            0.025914,            0.016347,           0.0024345,             0.87218,             0.83258,             0.89191,             0.68282,            0.024725,           0.0081993,           0.0024518,            0.004984,            0.004984,            0.004984
                 154,            0.025696,            0.016631,           0.0025415,             0.85245,              0.8428,              0.8904,             0.68243,            0.024559,           0.0081988,           0.0024989,            0.004951,            0.004951,            0.004951
                 155,            0.025514,            0.015798,           0.0020599,             0.89126,             0.82009,             0.89049,             0.68384,            0.024769,           0.0081225,           0.0023021,            0.004918,            0.004918,            0.004918
                 156,            0.025727,            0.015936,           0.0023313,             0.88165,             0.82254,             0.88986,             0.68819,            0.024816,           0.0081076,           0.0024161,            0.004885,            0.004885,            0.004885
